,Name,Business Status,Address,Price Level,Rating,Total Ratings,Types,Latitude,Longitude
4196,Fulton Sub Market,OPERATIONAL,"210 North Halsted Street, Chicago",Price information not available,4,11,"['convenience_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",41.8860838,-87.6477061
4197,7-Eleven,OPERATIONAL,"343 North La Salle Drive, Chicago",1,2.6,27,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8888274,-87.6321107
4198,Grand Food Mart,OPERATIONAL,"200 West Grand Avenue, Chicago",Price information not available,4.2,22,"['convenience_store', 'liquor_store', 'health', 'food', 'point_of_interest', 'store', 'establishment']",41.8917617,-87.6342366
4199,Foxtrot Market,OPERATIONAL,"171 North Green Street, Chicago",2,3.6,32,"['cafe', 'convenience_store', 'liquor_store', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.8851514,-87.6482832
4200,Convenience 35,OPERATIONAL,"35 West Wacker Drive, Chicago",Price information not available,5,4,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8862865,-87.6290822
4201,Haz Bodega,OPERATIONAL,"414 North Clark Street, Chicago",Price information not available,4.3,12,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.889732,-87.6312375
4202,Circle K,OPERATIONAL,"190 West Madison Street, Chicago",Price information not available,2.4,30,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8821208,-87.6336146
4203,Circle K,OPERATIONAL,"139 South Clinton Street, Chicago",Price information not available,3.3,17,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8794275,-87.64087850000001
4204,Amazon Go,OPERATIONAL,"113 South Franklin Street, Chicago",Price information not available,4.4,101,"['convenience_store', 'liquor_store', 'grocery_or_supermarket', 'bakery', 'cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",41.8802035,-87.6350429
4205,CVS,OPERATIONAL,"670 - 678 North Wells Street, Chicago",Price information not available,4,45,"['drugstore', 'convenience_store', 'liquor_store', 'clothing_store', 'health', 'food', 'point_of_interest', 'store', 'establishment']",41.89461660000001,-87.6345082
4206,7-Eleven,OPERATIONAL,"135 West Madison Street, Chicago",1,3.1,45,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.88181910000001,-87.6320633
4207,TRIO,OPERATIONAL,"631 North La Salle Drive, Chicago",Price information not available,1.3,3,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8934268,-87.6321349
4208,North Loop Market,OPERATIONAL,"300 North State Street, Chicago",Price information not available,4.5,67,"['grocery_or_supermarket', 'convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8882994,-87.6282774
4209,Walgreens,OPERATIONAL,"641 North Clark Street, Chicago",2,2.3,199,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.8937921,-87.63084769999999
4210,Walgreens,OPERATIONAL,"342 East Illinois Street, Chicago",2,3,75,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.8912291,-87.6182766
4211,CVS,OPERATIONAL,"121 West Kinzie Street, Chicago",Price information not available,3.2,53,"['drugstore', 'convenience_store', 'liquor_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.88898659999999,-87.63181349999999
4212,Walgreens,OPERATIONAL,"79 West Monroe Street, Chicago",2,3.8,40,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.8805708,-87.6306556
4213,Walgreens,OPERATIONAL,"151 North State Street Fl 1st, Chicago",2,3.7,175,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.8848586,-87.62744289999999
4214,CVS,OPERATIONAL,"344 West Hubbard Street, Chicago",Price information not available,3.5,42,"['drugstore', 'convenience_store', 'liquor_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.8901584,-87.6372584
4215,7-Eleven,OPERATIONAL,"201 East Ohio Street, Chicago",1,3,54,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.89241440000001,-87.6225114
4216,South Water News Stand,OPERATIONAL,"225 North Michigan Avenue, Chicago",Price information not available,4.7,3,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8862253,-87.6239506
4217,7-Eleven,OPERATIONAL,"48 North Wells Street, Chicago",1,2.5,49,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8830469,-87.6340719
4218,Copperfield’s Market,OPERATIONAL,"70 West Huron Street, Chicago",Price information not available,4.4,36,"['liquor_store', 'convenience_store', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.8951279,-87.6310944
4219,CVS,OPERATIONAL,"205 North Columbus Drive, Chicago",Price information not available,3.3,70,"['drugstore', 'convenience_store', 'liquor_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.8860031,-87.6203864
4220,7-Eleven,OPERATIONAL,"35 East Wacker Drive, Chicago",1,2.3,81,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8866734,-87.6266077
4221,7-Eleven,OPERATIONAL,"58 East Lake Street, Chicago",1,2,42,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8859789,-87.6258937
4222,7-Eleven,OPERATIONAL,"451 North State Street, Chicago",1,3.2,39,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8906676,-87.62787809999999
4223,Walgreens,OPERATIONAL,"410 North Michigan Avenue, Chicago",2,3.1,123,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.88999450000001,-87.6250092
4224,CVS,OPERATIONAL,"205 North Michigan Avenue, Chicago",Price information not available,3.5,75,"['drugstore', 'convenience_store', 'liquor_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.8860855,-87.62369369999999
4225,Walgreens,CLOSED_TEMPORARILY,"100 West Randolph Street Uppr 101, Chicago",2,3.1,29,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.88495109999999,-87.6318222
4226,7-Eleven,OPERATIONAL,"645 North State Street, Chicago",1,2.2,48,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8938519,-87.6277769
4227,bp,OPERATIONAL,"631 North La Salle Drive, Chicago",Price information not available,3.2,144,"['gas_station', 'convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8934556,-87.6321767
4228,Lakeshore Food Advisors -retired,OPERATIONAL,"20 North Wacker Drive # 1701, Chicago",Price information not available,No rating,No ratings,"['convenience_store', 'grocery_or_supermarket', 'finance', 'store', 'food', 'point_of_interest', 'establishment']",41.8824947,-87.63754349999999
4229,300 Concession Shop,CLOSED_TEMPORARILY,"300 East Randolph Street, Chicago",Price information not available,No rating,No ratings,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8848509,-87.6199154
4230,Gateway Newstand,OPERATIONAL,"33 North Dearborn Street # 101, Chicago",Price information not available,No rating,No ratings,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.88299919999999,-87.6291318
4231,Convenience 35,OPERATIONAL,"35 West Wacker Drive, Chicago",Price information not available,5,4,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8862865,-87.6290822
4232,7-Eleven,OPERATIONAL,"200 North Dearborn Street, Chicago",1,2.2,50,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8860876,-87.6300102
4233,MUNCHIES INC,OPERATIONAL,"1 North Wacker Drive, Chicago",Price information not available,No rating,No ratings,"['convenience_store', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.88223989999999,-87.6361884
4234,7-Eleven,OPERATIONAL,"343 North La Salle Drive, Chicago",1,2.6,27,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8888274,-87.6321107
4235,North Loop Market,OPERATIONAL,"300 North State Street, Chicago",Price information not available,4.5,67,"['grocery_or_supermarket', 'convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8882994,-87.6282774
4236,Haz Bodega,OPERATIONAL,"414 North Clark Street, Chicago",Price information not available,4.3,12,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.889732,-87.6312375
4237,Ins Market,OPERATIONAL,"Literally above Sweetwater, 225 North Michigan Avenue CONCOURSE C-140, Chicago",Price information not available,5,2,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8867639,-87.6232061
4238,Circle K,OPERATIONAL,"200 North La Salle Street, Chicago",Price information not available,3,7,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8861394,-87.6327732
4239,Pedway Market,OPERATIONAL,"Lower Level, 108 North State Street Block 37, Chicago",Price information not available,5,1,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.88349169999999,-87.6288079
4240,LaSalle Newsstand,OPERATIONAL,"180 North La Salle Street Suite 108, Chicago",Price information not available,No rating,No ratings,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.88548720000001,-87.63290579999999
4241,Amazon Go,OPERATIONAL,"130 East Randolph Street, Chicago",Price information not available,3.7,37,"['convenience_store', 'liquor_store', 'grocery_or_supermarket', 'bakery', 'cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",41.88517720000001,-87.62295859999999
4242,CVS,OPERATIONAL,"25 East Ohio Street, Chicago",Price information not available,3.2,54,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'food', 'point_of_interest', 'store', 'establishment']",41.8921904,-87.6270447
4243,Foxtrot Market,OPERATIONAL,"401 North Wells Street, Chicago",2,3.7,99,"['cafe', 'convenience_store', 'liquor_store', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.8898424,-87.6337616
4244,Walgreens,OPERATIONAL,"30 North Michigan Avenue LBBY 1, Chicago",Price information not available,2.8,10,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'food', 'point_of_interest', 'store', 'establishment']",41.8830255,-87.62474569999999
4245,Circle K,OPERATIONAL,"36 West Ohio Street, Chicago",Price information not available,3.4,15,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.89263080000001,-87.6294576
4246,Walgreens,OPERATIONAL,"2 North State Street 1 1, Chicago",2,3.1,66,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'food', 'point_of_interest', 'store', 'establishment']",41.8822447,-87.6282808
4247,CIRCLE K,OPERATIONAL,"2 North Wabash Avenue, Chicago",Price information not available,2.2,10,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.88227,-87.62648999999999
4248,Amazon Go,OPERATIONAL,"222 West Merchandise Mart Plaza 2nd Floor, Chicago",Price information not available,4,12,"['convenience_store', 'liquor_store', 'grocery_or_supermarket', 'bakery', 'cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",41.88852,-87.635448
4249,Grand Food Mart,OPERATIONAL,"200 West Grand Avenue, Chicago",Price information not available,4.2,22,"['convenience_store', 'liquor_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.8917617,-87.6342366
4250,7-Eleven,OPERATIONAL,"135 West Madison Street, Chicago",1,3.1,45,"['convenience_store', 'point_of_interest', 'food', 'store', 'establishment']",41.88181910000001,-87.6320633
4251,TRIO,OPERATIONAL,"631 North La Salle Drive, Chicago",Price information not available,1.3,3,"['convenience_store', 'point_of_interest', 'food', 'store', 'establishment']",41.8934268,-87.6321349
4252,Circle K,OPERATIONAL,"190 West Madison Street, Chicago",Price information not available,2.4,30,"['convenience_store', 'point_of_interest', 'food', 'store', 'establishment']",41.8821208,-87.6336146
4253,7-Eleven,OPERATIONAL,"33 East Adams Street, Chicago",1,2.3,56,"['convenience_store', 'point_of_interest', 'food', 'store', 'establishment']",41.8793661,-87.62637699999999
4254,CVS,OPERATIONAL,"670 - 678 North Wells Street, Chicago",Price information not available,4,45,"['drugstore', 'liquor_store', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.89461660000001,-87.6345082
4255,Amazon Go,OPERATIONAL,"113 South Franklin Street, Chicago",Price information not available,4.4,101,"['convenience_store', 'liquor_store', 'meal_takeaway', 'bakery', 'grocery_or_supermarket', 'cafe', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']",41.8802035,-87.6350429
4256,Walgreens,OPERATIONAL,"342 East Illinois Street, Chicago",2,3,75,"['drugstore', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.8912291,-87.6182766
4257,7-Eleven,OPERATIONAL,"201 East Ohio Street, Chicago",1,3,54,"['convenience_store', 'point_of_interest', 'food', 'store', 'establishment']",41.89241440000001,-87.6225114
4258,Walgreens,OPERATIONAL,"151 North State Street Fl 1st, Chicago",2,3.7,175,"['drugstore', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.8848586,-87.62744289999999
4259,South Water News Stand,OPERATIONAL,"225 North Michigan Avenue, Chicago",Price information not available,4.7,3,"['convenience_store', 'point_of_interest', 'food', 'store', 'establishment']",41.8862253,-87.6239506
4260,CVS,OPERATIONAL,"205 North Columbus Drive, Chicago",Price information not available,3.3,70,"['drugstore', 'liquor_store', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.8860031,-87.6203864
4261,CVS,OPERATIONAL,"205 North Michigan Avenue, Chicago",Price information not available,3.5,75,"['drugstore', 'liquor_store', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.8860855,-87.62369369999999
4262,Walgreens,OPERATIONAL,"410 North Michigan Avenue, Chicago",2,3.1,123,"['drugstore', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.88999450000001,-87.6250092
